    1         0.972489128487          1   2   3   4   5   6   7   8   9   10  
    2         -0.0505008883414        1   2   3   4   5   6   7   8   21  22  
    3         -0.0368654089562        1   2   3   4   5   6   9   10  19  20  
    4         -0.0354779459616        1   2   3   4   7   8   9   10  15  16  
    5         -0.030548124864         1   2   3   4   7   8   9   10  17  18  
    6         -0.029164593755         1   2   3   4   7   8   9   10  13  14  
    7         -0.0287656048449        1   2   3   4   5   6   8   9   19  22  
    8         -0.028765560849         1   2   3   4   5   6   7   10  20  21  
    9         -0.0242281770934        1   2   3   4   5   6   9   10  15  16  
    10        0.0218274481006         1   2   3   4   6   7   9   10  16  17  
    11        0.0218273156709         1   2   3   4   5   8   9   10  15  18  
    12        0.0213566339781         1   2   3   4   6   7   8   9   22  23  
    13        0.021356611256          1   2   3   4   5   7   8   10  21  24  
    14        0.0212692298432         1   2   3   4   5   7   8   10  14  21  
    15        0.0212691176553         1   2   3   4   6   7   8   9   13  22  
    16        -0.0211605757411        1   2   3   4   7   8   9   10  23  24  
    17        -0.0209267097988        1   2   3   4   7   8   9   10  13  16  
    18        0.0209265991483         1   2   3   4   7   8   9   10  14  15  
    19        0.0204050694397         1   2   3   4   5   6   8   10  19  21  
    20        0.0204050160828         1   2   3   4   5   6   7   9   20  22  
    21        0.0185193742852         1   2   3   4   5   8   9   10  14  19  
    22        0.0185192840541         1   2   3   4   6   7   9   10  13  20  
    23        0.0178358333864         1   2   3   5   6   7   8   10  12  21  
    24        0.0178357694544         1   2   4   5   6   7   8   9   11  22  
    25        -0.0177901662387        1   2   3   4   7   8   9   10  14  23  
    26        0.017790147629          1   2   3   4   7   8   9   10  13  24  
    27        -0.0171572397462        1   2   3   4   5   6   9   10  11  12  
    28        -0.0163122155896        1   2   3   4   5   7   8   9   14  22  
    29        -0.0163120942031        1   2   3   4   6   7   8   10  13  21  
    30        -0.0156218536249        1   2   3   4   6   7   8   10  21  23  
    31        -0.0156218181905        1   2   3   4   5   7   8   9   22  24  
