    1         -0.992675228737         1   2   3   4   5   6   7   8   9   10  
    2         0.0574522947813         1   2   3   4   5   6   7   8   21  22  
    3         0.0419311499504         1   2   3   4   5   6   9   10  19  20  
    4         0.0365815326412         1   2   3   4   7   8   9   10  15  16  
    5         0.0340304583833         1   2   3   4   5   6   8   9   19  22  
    6         0.0340304583833         1   2   3   4   5   6   7   10  20  21  
    7         0.0305309250799         1   2   3   4   7   8   9   10  17  18  
    8         0.0299980792623         1   2   3   4   7   8   9   10  13  14  
    9         -0.0261259150217        1   2   3   4   5   6   7   9   20  22  
    10        -0.0261259150217        1   2   3   4   5   6   8   10  19  21  
    11        -0.0245680029089        1   2   3   4   5   7   8   10  21  24  
    12        -0.0245680029089        1   2   3   4   6   7   8   9   22  23  
    13        0.0230494883639         1   2   3   4   7   8   9   10  23  24  
    14        0.0196731518039         1   2   3   4   5   7   8   9   22  24  
    15        0.0196731518039         1   2   3   4   6   7   8   10  21  23  
    16        -0.00790454336167       1   2   3   4   5   6   7   10  19  22  
    17        -0.00790454336167       1   2   3   4   5   6   8   9   20  21  
    18        0.00489485110497        1   2   3   4   5   7   8   10  22  23  
    19        0.00489485110496        1   2   3   4   6   7   8   9   21  24  
