    1         0.713355387886          1   2   3   4   5   6   7   8   9   10  11  12  13  14  
    2         -0.654399817012         1   2   3   4   5   6   7   8   9   10  11  12  15  16  
    3         -0.0578736495581        1   2   3   4   5   6   7   8   9   10  11  12  13  18  
    4         0.0578733748152         1   2   3   4   5   6   7   8   9   10  11  12  14  17  
    5         0.0402173848354         1   2   3   4   5   6   7   8   9   10  11  12  16  27  
    6         -0.0402172335372        1   2   3   4   5   6   7   8   9   10  11  12  15  28  
    7         0.0205393226069         1   2   3   4   5   6   7   8   9   10  11  12  15  32  
    8         -0.0205392903836        1   2   3   4   5   6   7   8   9   10  11  12  16  31  
    9         -0.0190426184647        1   2   3   5   6   7   8   9   10  11  12  14  16  33  
    10        -0.0190426061698        1   2   4   5   6   7   8   9   10  11  12  13  15  34  
    11        -0.0189363296897        1   3   4   5   6   7   8   9   10  11  12  14  16  35  
    12        -0.0189363066119        2   3   4   5   6   7   8   9   10  11  12  13  15  36  
    13        -0.0161320528166        1   2   3   4   5   6   7   8   11  12  13  14  21  22  
    14        -0.0161304689517        1   2   3   4   5   6   7   8   9   10  13  14  19  20  
    15        -0.0160863876183        1   2   3   4   5   6   9   10  11  12  13  14  19  20  
    16        -0.0160856057758        1   2   3   4   7   8   9   10  11  12  13  14  21  22  
    17        -0.0159057347979        1   2   3   4   5   6   7   9   10  12  13  14  20  23  
    18        -0.0159057002598        1   2   3   4   6   7   8   9   11  12  13  14  21  26  
    19        -0.0159056892791        1   2   3   4   5   7   8   10  11  12  13  14  22  25  
    20        -0.0159056853769        1   2   3   4   5   6   8   9   10  11  13  14  19  24  
    21        -0.0158780688468        1   2   3   4   5   6   7   8   11  12  13  14  25  26  
    22        -0.015877040822         1   2   3   4   5   6   7   8   9   10  13  14  23  24  
    23        0.0157590752741         1   2   3   4   5   6   8   9   10  11  13  14  20  23  
    24        0.0157590168689         1   2   3   4   5   6   7   9   10  12  13  14  19  24  
    25        0.0157588812932         1   2   3   4   5   7   8   10  11  12  13  14  21  26  
    26        0.0157588476445         1   2   3   4   6   7   8   9   11  12  13  14  22  25  
    27        -0.015640968094         1   2   3   4   5   6   9   10  11  12  13  14  23  24  
    28        -0.0156389678547        1   2   3   4   7   8   9   10  11  12  13  14  25  26  
    29        0.0152943858111         1   2   3   4   5   6   7   8   11  12  15  16  21  22  
    30        0.0152941402592         1   2   3   4   5   6   7   8   9   10  15  16  19  20  
    31        -0.0148800345397        1   2   3   4   5   7   8   10  11  12  15  16  21  26  
    32        -0.0148800055251        1   2   3   4   6   7   8   9   11  12  15  16  22  25  
    33        -0.0148797703115        1   2   3   4   5   6   8   9   10  11  15  16  20  23  
    34        -0.0148797567468        1   2   3   4   5   6   7   9   10  12  15  16  19  24  
    35        0.0148428050038         1   2   3   4   5   6   9   10  11  12  15  16  19  20  
    36        0.0148425833314         1   2   3   4   7   8   9   10  11  12  15  16  21  22  
    37        0.0147108103479         1   2   3   4   5   6   8   9   10  11  15  16  19  24  
    38        0.0147107832893         1   2   3   4   5   6   7   9   10  12  15  16  20  23  
    39        0.014710744873          1   2   3   4   6   7   8   9   11  12  15  16  21  26  
    40        0.0147107270933         1   2   3   4   5   7   8   10  11  12  15  16  22  25  
    41        0.0147049981087         1   2   3   4   7   8   9   10  11  12  15  16  25  26  
    42        0.0147049609125         1   2   3   4   5   6   9   10  11  12  15  16  23  24  
    43        0.0146226686607         1   2   3   4   5   6   7   8   11  12  15  16  25  26  
    44        0.0146222526012         1   2   3   4   5   6   7   8   9   10  15  16  23  24  
    45        0.012297442675          1   2   3   4   6   7   8   9   10  11  12  13  18  21  
    46        0.012297393836          1   2   3   4   5   7   8   9   10  11  12  14  17  22  
    47        0.0122843650509         1   2   3   4   5   6   8   9   10  11  12  13  18  19  
    48        0.0122842176617         1   2   3   4   5   6   7   9   10  11  12  14  17  20  
    49        0.0121026451788         1   2   3   4   5   6   7   8   9   10  12  13  18  23  
    50        0.0121025193636         1   2   3   4   5   6   7   8   9   10  11  14  17  24  
    51        0.0120901271563         1   2   3   4   5   6   7   8   9   11  12  14  17  26  
    52        0.0120898481758         1   2   3   4   5   6   7   8   10  11  12  13  18  25  
    53        0.0115244605137         1   2   3   4   5   6   7   8   9   12  13  14  19  22  
    54        0.0115244127056         1   2   3   4   5   6   7   8   10  11  13  14  20  21  
    55        -0.0114924379513        1   2   3   4   5   6   7   8   10  11  12  15  18  21  
    56        -0.0114923999624        1   2   3   4   5   6   7   8   9   11  12  16  17  22  
    57        -0.011487998444         1   2   3   4   5   6   7   8   9   10  12  15  18  19  
    58        -0.0114879129023        1   2   3   4   5   6   7   8   9   10  11  16  17  20  
    59        0.0114652505559         1   2   3   4   6   7   9   10  11  12  13  14  20  21  
    60        0.0114652047774         1   2   3   4   5   8   9   10  11  12  13  14  19  22  
    61        -0.0113717122903        1   2   3   4   5   6   8   9   11  12  13  14  19  26  
    62        -0.0113715231609        1   2   3   4   5   6   7   10  11  12  13  14  20  25  
    63        -0.0113710973782        1   2   3   4   5   7   8   9   10  12  13  14  22  23  
    64        -0.0113709498592        1   2   3   4   6   7   8   9   10  11  13  14  21  24  
    65        0.0113292774216         1   2   3   4   6   7   8   9   10  11  13  14  20  25  
    66        0.011329241362          1   2   3   4   5   7   8   9   10  12  13  14  19  26  
    67        0.0113215677827         1   2   3   4   5   6   8   9   11  12  13  14  22  23  
    68        0.0113215236572         1   2   3   4   5   6   7   10  11  12  13  14  21  24  
    69        0.011277733213          1   2   3   4   5   6   7   8   10  11  13  14  24  25  
    70        0.0112777298819         1   2   3   4   5   6   7   8   9   12  13  14  23  26  
