    1         -0.979003472797         1   2   3   4   5   6   7   9   
    2         -0.0493485962501        1   2   3   5   6   7   10  11  
    3         0.0401045600334         1   2   3   5   6   7   9   12  
    4         -0.0373934049266        1   2   3   4   7   9   13  14  
    5         0.0343535480546         1   2   3   4   5   6   15  17  
    6         -0.0341205163077        1   2   5   6   7   9   11  12  
    7         -0.0327146196286        1   2   3   4   7   9   11  12  
    8         -0.0292180835528        1   2   3   4   7   9   25  26  
    9         0.02890562367           1   2   4   5   6   7   9   11  
    10        -0.0277590766528        1   2   3   4   5   7   9   14  
    11        0.0275166529216         1   2   3   5   6   7   12  17  
    12        -0.0266455436444        1   2   3   4   5   7   14  17  
    13        0.0250735077868         1   2   3   4   5   9   14  15  
    14        0.0244897562839         1   2   3   4   5   7   10  13  
    15        -0.0241128865336        1   2   3   6   7   9   12  13  
    16        -0.0237966533543        1   2   3   4   5   8   9   13  
    17        0.0227362451212         1   2   4   5   7   9   11  14  
    18        -0.0218889162736        1   2   3   4   5   7   17  20  
    19        -0.0217657115981        1   2   5   6   7   9   12  23  
    20        -0.0215359781828        1   2   3   5   6   9   12  15  
    21        -0.0212595676524        1   2   3   6   7   9   24  25  
    22        0.0211045282968         1   2   3   4   7   9   13  26  
    23        0.0210300727267         1   2   3   6   7   8   9   13  
    24        0.0209673708655         1   2   3   4   6   7   13  17  
    25        0.0208646170249         1   2   5   6   7   9   11  24  
    26        -0.0206843073184        1   2   3   4   7   9   14  25  
    27        -0.0205343415323        1   2   5   6   7   9   23  24  
    28        -0.0205264097773        1   2   3   4   6   7   9   13  
    29        0.0204801658877         1   2   4   5   7   9   23  26  
    30        -0.0204692174355        1   2   3   4   6   9   13  15  
    31        -0.0202619262168        1   2   3   4   7   9   19  20  
    32        0.0196617361815         1   2   3   5   6   8   9   11  
    33        -0.0194825265127        1   2   3   4   7   9   21  22  
    34        0.0193001921302         1   2   3   4   5   9   15  20  
    35        0.0192533760533         1   2   3   6   7   9   12  25  
    36        -0.0191031298571        1   2   3   4   7   9   23  24  
    37        0.0190091448859         1   2   3   5   6   7   10  23  
    38        -0.0188934566943        1   2   3   5   6   9   11  12  
    39        0.0186198503531         1   2   3   5   6   7   17  24  
    40        0.0185900680378         1   2   3   4   5   6   9   11  
    41        0.0183935734273         1   2   3   4   6   7   17  19  
    42        0.0183580062883         1   2   3   4   7   9   11  24  
    43        -0.0181038601524        1   2   4   5   7   9   11  26  
    44        0.0177748985991         1   2   3   6   7   9   23  26  
    45        -0.0175009712114        1   2   3   6   7   9   11  26  
    46        -0.0173865103958        1   2   3   4   7   9   12  23  
    47        -0.0173765560379        1   2   3   6   7   8   9   25  
    48        -0.0168713881088        1   2   3   5   6   7   10  21  
    49        -0.0166337970923        1   2   4   5   7   9   24  25  
    50        -0.016575854284         1   2   4   5   7   9   12  13  
