    1         -0.975420092313         1   2   3   4   5   6   7   8   9   10  
    2         0.0487409912675         1   2   3   4   5   6   7   8   21  22  
    3         0.0356029752848         1   2   3   4   5   6   9   10  19  20  
    4         0.0340589129801         1   2   3   4   7   8   9   10  15  16  
    5         0.0290217334257         1   2   3   4   7   8   9   10  17  18  
    6         0.0279674019394         1   2   3   4   5   6   8   9   19  22  
    7         0.027967387411          1   2   3   4   5   6   7   10  20  21  
    8         0.0264919106782         1   2   3   4   7   8   9   10  13  14  
    9         0.0229542186762         1   2   3   4   5   6   9   10  15  16  
    10        -0.0209641185634        1   2   3   4   6   7   8   9   22  23  
    11        -0.0209641080968        1   2   3   4   5   7   8   10  21  24  
    12        -0.0206897332279        1   2   3   4   6   7   9   10  16  17  
    13        -0.0206897125352        1   2   3   4   5   8   9   10  15  18  
    14        0.0206358572849         1   2   3   4   7   8   9   10  23  24  
    15        -0.0199788889675        1   2   3   4   6   7   8   9   13  22  
    16        -0.0199788082116        1   2   3   4   5   7   8   10  14  21  
    17        0.0198425342647         1   2   3   4   7   8   9   10  13  16  
    18        -0.0198425087837        1   2   3   4   7   8   9   10  14  15  
    19        -0.0197248118246        1   2   3   4   5   6   8   10  19  21  
    20        -0.0197247789415        1   2   3   4   5   6   7   9   20  22  
    21        -0.0175630126463        1   2   3   4   6   7   9   10  13  20  
    22        -0.0175629318782        1   2   3   4   5   8   9   10  14  19  
    23        -0.0172710668398        1   2   3   5   6   7   8   10  12  21  
    24        -0.0172710222627        1   2   4   5   6   7   8   9   11  22  
    25        -0.0170756158208        1   2   3   4   7   8   9   10  13  24  
    26        0.0170755728734         1   2   3   4   7   8   9   10  14  23  
    27        0.015367019253          1   2   3   4   5   7   8   9   22  24  
    28        0.0153669891732         1   2   3   4   6   7   8   10  21  23  
    29        0.015338099058          1   2   3   4   5   6   9   10  11  12  
    30        0.0152664367304         1   2   3   4   6   7   8   10  13  21  
    31        0.0152664364901         1   2   3   4   5   7   8   9   14  22  
    32        -0.015215560825         1   2   3   4   6   7   9   10  20  23  
